"Path,""File"",""Date Acquired"",""Sample"",""Misc"""
"C:\msdchem\1\data\20240206-2_SDE Vorversuch Tischdecke\,""19 SDE Probe Tischdecke 1-100.D"","" 7 Feb 2024  20:49    "",""19 SDE Probe Tischdecke 1-100"","" """
TIC: 19 SDE Probe Tischdecke 1-100.D\data.ms
5.092,20187.000
5.098,19913.000
5.103,18823.000
5.108,18909.000
5.114,17558.000
5.119,17275.000
5.125,18871.000
5.130,18171.000
5.135,17257.000
5.141,17224.000
5.146,18041.000
5.152,16186.000
5.157,17593.000
5.162,16376.000
5.168,16948.000
5.173,16992.000
5.179,16851.000
5.184,16073.000
5.189,15267.000
5.195,16846.000
5.200,18249.000
5.206,18097.000
5.211,18698.000
5.216,18274.000
5.222,18906.000
5.227,17293.000
5.233,16343.000
5.238,16562.000
5.243,16837.000
5.249,16466.000
5.254,16539.000
5.260,15884.000
5.265,15663.000
5.270,14820.000
5.276,15317.000
5.281,14823.000
5.287,14869.000
5.292,15884.000
5.298,13839.000
5.303,14972.000
5.308,14918.000
5.314,14476.000
5.319,14277.000
5.325,14325.000
5.330,13665.000
5.335,13683.000
5.341,14094.000
5.346,14333.000
5.352,13583.000
5.357,14932.000
5.362,14882.000
5.368,14019.000
5.373,14627.000
5.379,14117.000
5.384,14264.000
5.389,14571.000
5.395,14142.000
5.400,15195.000
5.406,15554.000
5.411,16032.000
5.416,17053.000
5.422,16069.000
5.427,16401.000
5.433,18284.000
5.438,15369.000
5.443,14921.000
5.449,16112.000
5.454,15524.000
5.460,16073.000
5.465,15636.000
5.470,14309.000
5.476,16044.000
5.481,14403.000
5.487,14335.000
5.492,14022.000
5.497,13488.000
5.503,14769.000
5.508,12979.000
5.514,13864.000
5.519,12970.000
5.524,14381.000
5.530,13563.000
5.535,14436.000
5.541,13619.000
5.546,13040.000
5.551,13662.000
5.557,13828.000
5.562,13147.000
5.568,13064.000
5.573,13174.000
5.578,12745.000
5.584,13099.000
5.589,12747.000
5.595,12178.000
5.600,13525.000
5.605,13669.000
5.611,12554.000
5.616,13968.000
5.622,13584.000
5.627,14061.000
5.632,13798.000
5.638,15929.000
5.643,14853.000
5.649,14851.000
5.654,14178.000
5.659,12628.000
5.665,13435.000
5.670,12870.000
5.676,13286.000
5.681,13880.000
5.686,12445.000
5.692,13430.000
5.697,15589.000
5.703,18806.000
5.708,31855.000
5.713,55854.000
5.719,91210.000
5.724,134535.000
5.730,165266.000
5.735,172121.000
5.740,156230.000
5.746,126600.000
5.751,101009.000
5.757,78393.000
5.762,70355.000
5.767,58072.000
5.773,52748.000
5.778,47794.000
5.784,41446.000
5.789,38184.000
5.794,33411.000
5.800,33236.000
5.805,29646.000
5.811,28182.000
5.816,26802.000
5.821,25544.000
5.827,25174.000
5.832,22697.000
5.838,22685.000
5.843,23143.000
5.849,21845.000
5.854,20507.000
5.859,19278.000
5.865,18529.000
5.870,18803.000
5.876,16130.000
5.881,15289.000
5.886,14955.000
5.892,14896.000
5.897,14372.000
5.903,13429.000
5.908,14865.000
5.913,13757.000
5.919,14302.000
5.924,13492.000
5.930,12609.000
5.935,13455.000
5.940,12303.000
5.946,13469.000
5.951,11971.000
5.957,11780.000
5.962,12506.000
5.967,11394.000
5.973,12883.000
5.978,11355.000
5.984,12009.000
5.989,12490.000
5.994,12439.000
6.000,11507.000
6.005,12785.000
6.011,12621.000
6.016,12093.000
6.021,12249.000
6.027,13125.000
6.032,11583.000
6.038,11795.000
6.043,12060.000
6.048,13235.000
6.054,12569.000
6.059,13705.000
6.065,15234.000
6.070,14514.000
6.075,14948.000
6.081,13887.000
6.086,12678.000
6.092,12900.000
6.097,12680.000
6.102,13676.000
6.108,12911.000
6.113,12967.000
6.119,13872.000
6.124,15300.000
6.129,17168.000
6.135,16678.000
6.140,15771.000
6.146,15668.000
6.151,15881.000
6.156,13774.000
6.162,13154.000
6.167,12960.000
6.173,12538.000
6.178,12467.000
6.183,12426.000
6.189,13173.000
6.194,13047.000
6.200,14159.000
6.205,13266.000
6.210,12402.000
6.216,13198.000
6.221,11639.000
6.227,12184.000
6.232,10930.000
6.237,11833.000
6.243,12603.000
6.248,11431.000
6.254,10849.000
6.259,12481.000
6.264,11131.000
6.270,11141.000
6.275,10933.000
6.281,11507.000
6.286,11534.000
6.291,13356.000
6.297,12733.000
6.302,16187.000
6.308,19885.000
6.313,25215.000
6.318,24850.000
6.324,25335.000
6.329,24391.000
6.335,21437.000
6.340,19605.000
6.345,17216.000
6.351,16812.000
6.356,16444.000
6.362,15440.000
6.367,14965.000
6.372,14576.000
6.378,13751.000
6.383,14662.000
6.389,16408.000
6.394,16666.000
6.400,17167.000
6.405,17498.000
6.410,19036.000
6.416,17523.000
6.421,17408.000
6.427,17073.000
6.432,16866.000
6.437,15182.000
6.443,15044.000
6.448,14109.000
6.454,12938.000
6.459,13635.000
6.464,13940.000
6.470,14211.000
6.475,13441.000
6.481,13790.000
6.486,14721.000
6.491,15490.000
6.497,13883.000
6.502,13282.000
6.508,14547.000
6.513,13595.000
6.518,13860.000
6.524,12410.000
6.529,12125.000
6.535,11591.000
6.540,12002.000
6.545,13341.000
6.551,13625.000
6.556,14114.000
6.562,14609.000
6.567,14623.000
6.572,15031.000
6.578,13469.000
6.583,13015.000
6.589,14123.000
6.594,13733.000
6.599,13217.000
6.605,13286.000
6.610,12971.000
6.616,12874.000
6.621,13640.000
6.626,13028.000
6.632,15450.000
6.637,18072.000
6.643,21061.000
6.648,29924.000
6.653,37608.000
6.659,42694.000
6.664,45811.000
6.670,45600.000
