RI,Value
1379.4375288151,9475
1379.714153988,9851
1379.9446749654,9731
1380.2213001383,10751
1380.4518211157,9645
1380.6823420931,10033
1380.958967266,9135
1381.1894882434,9117
1381.4661134163,9376
1381.6966343937,9252
1381.9271553711,9388
1382.203780544,9091
1382.4343015214,10442
1382.7109266943,11365
1382.9414476717,12395
1383.1719686491,14595
1383.448593822,17222
1383.6791147994,19457
1383.9557399723,18722
1384.1862609497,16826
1384.4167819272,16262
1384.6934071,13817
1384.9239280775,11819
1385.2005532503,10680
1385.4310742278,9218
1385.6615952052,8799
1385.9382203781,9492
1386.1687413555,9469
1386.4453665284,9481
1386.6758875058,10366
1386.9064084832,10238
1387.1830336561,10536
1387.4135546335,11081
1387.6901798064,11880
1387.9207007838,12487
1388.1512217612,13858
1388.4278469341,14065
1388.6583679115,13144
1388.9349930844,13548
1389.1655140618,11848
1389.3960350392,10977
1389.6726602121,11331
1389.9031811895,9839
1390.1798063624,9349
1390.4103273398,8923
1390.6869525127,8698
1390.9174734901,8662
1391.1479944675,9824
1391.4246196404,8827
1391.6551406178,9830
1391.9317657907,11749
1392.1622867681,12710
1392.3928077455,18408
1392.6694329184,22948
1392.8999538958,29069
1393.1765790687,34644
1393.4071000461,37131
1393.6376210235,37564
1393.9142461964,33077
1394.1447671738,26756
1394.4213923467,21540
1394.6519133241,17971
1394.8824343015,15653
1395.1590594744,13612
1395.3895804518,12221
1395.6662056247,13673
1395.8967266021,15180
1396.1272475795,14293
1396.4038727524,15464
1396.6343937298,13705
1396.9110189027,12025
1397.1415398801,11006
1397.3720608575,10771
1397.6486860304,10277
1397.8792070078,9538
1398.1558321807,9617
1398.3863531581,10333
1398.6168741355,9628
1398.8934993084,10253
1399.1240202858,10179
1399.4006454587,11001
1399.6311664361,11611
1399.8616874136,12019
1400.1403180543,12262
1400.374181478,10467
1400.6548175865,10987
1400.8886810103,8842
1401.1225444341,10284
1401.4031805426,12069
1401.6370439663,11694
1401.9176800748,13010
1402.1515434986,14008
1402.3854069224,13420
1402.6660430309,13037
1402.8999064546,12600
