URL	chrom://isq7ci1912004/ChromeleonLocal/AK Simat/2024/PVC Lina/2024-02_Vorversuche/2024-02_PVC-Tischde.seq/220.smp/TIC.channel/TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2024-02_PVC-Tischde
Name	PVC-Tischdecke µC A 0,2g 50C 30min Split 1:20
Number	2
Position	66
Comment	ODP Lina
Processing Method	MS Quantitative
Instrument Method	manualTD-WAX-MS-O_L1
Type	Calibration Standard
Status	Finished
Inject Time	2/21/2024 9:15:20 AM +01:00
Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.033905
Time Max. (min)	50.003447
Data Points	55452
Detector	MSDevice
Generating Data System	Chromeleon 7.2.10 Build 23925 (cfd1e7af542fd56c07b8e0c2791055c459cfcf14)
Exporting Data System	Chromeleon 7.2.10.0
Operator	ISQ7000
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	13,079,911.128393
Signal Max.	5,872,703,630.459210
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.054
Max. Step (s)	0.0541
Average Step (s)	0.05406886

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
3.149173	0.0541	22,245,500.500798
3.150075	0.0541	22,488,065.460884
3.150975	0.054	22,775,012.712533
3.151877	0.0541	23,055,492.133519
3.152778	0.0541	23,300,238.634047
3.153678	0.054	23,427,734.262901
3.154580	0.0541	23,445,773.979083
3.155482	0.0541	23,131,460.308971
3.156383	0.0541	22,741,324.269827
3.157283	0.054	22,705,876.980591
3.158185	0.0541	22,832,186.568102
3.159087	0.0541	22,745,889.551925
3.159987	0.054	22,562,151.253451
3.160888	0.0541	22,812,082.782006
3.161790	0.0541	23,439,402.922844
3.162690	0.054	23,983,732.497860
3.163592	0.0541	24,037,467.730585
3.164493	0.0541	23,690,030.957126
3.165393	0.054	23,513,789.646870
3.166295	0.0541	23,557,126.032352
3.167197	0.0541	23,610,128.407930
3.168097	0.054	23,665,912.719408
3.168998	0.0541	23,647,121.243079
3.169900	0.0541	23,498,193.402427
3.170802	0.0541	23,260,301.410611
3.171702	0.054	23,086,308.882151
3.172603	0.0541	23,184,013.223264
3.173505	0.0541	23,456,403.662313
3.174405	0.054	23,558,524.145687
3.175307	0.0541	23,605,130.581085
3.176208	0.0541	23,870,436.798919
3.177108	0.054	24,039,641.548282
3.178010	0.0541	23,866,287.826842
3.178912	0.0541	23,605,445.630945
3.179812	0.054	23,582,436.581063
3.180713	0.0541	23,551,341.339950
3.181615	0.0541	23,176,501.043529
3.182517	0.0541	22,968,481.855781
3.183417	0.054	23,256,458.935674
3.184318	0.0541	23,627,370.761558
3.185220	0.0541	23,865,717.571989
3.186120	0.054	23,970,760.938559
3.187022	0.0541	23,844,995.951972
3.187923	0.0541	23,730,946.603987
3.188823	0.054	23,825,232.647537
3.189725	0.0541	23,821,828.112609
3.190627	0.0541	23,807,866.683158
3.191527	0.054	24,043,893.021805
3.192428	0.0541	24,324,587.712117
3.193330	0.0541	24,457,782.871215
3.194230	0.054	24,238,356.451178
3.195132	0.0541	23,869,325.327999
3.196033	0.0541	24,009,800.446776
3.196935	0.0541	24,535,452.156504
3.197835	0.054	24,713,522.316141
3.198737	0.0541	24,311,206.299782
3.199638	0.0541	23,832,643.028585
3.200538	0.054	23,722,420.120759
3.201440	0.0541	23,955,325.582236
3.202342	0.0541	24,341,462.775124
3.203242	0.054	24,719,044.487142
3.204143	0.0541	25,125,877.846497
3.205045	0.0541	25,530,407.762595
3.205945	0.054	25,893,201.225335
3.206847	0.0541	26,200,197.339520
3.207748	0.0541	26,278,439.937136
3.208648	0.054	26,084,982.480050
3.209550	0.0541	25,896,922.891268
3.210452	0.0541	25,970,014.551033
3.211353	0.0541	26,345,304.317574
3.212253	0.054	26,918,016.438866
3.213155	0.0541	27,369,508.890814
3.214057	0.0541	27,656,803.346154
3.214957	0.054	27,997,241.996373
3.215858	0.0541	28,352,143.405730
3.216760	0.0541	28,530,197.932308
3.217660	0.054	28,678,687.749286
3.218562	0.0541	29,237,984.183936
3.219463	0.0541	30,006,986.919935
3.220363	0.054	30,473,473.810692
3.221265	0.0541	30,511,688.271314
3.222167	0.0541	30,316,957.172969
3.223067	0.054	30,224,685.351400
3.223968	0.0541	30,263,587.204773
3.224870	0.0541	30,394,191.247320
3.225772	0.0541	30,770,080.209382
3.226672	0.054	31,375,480.998218
3.227573	0.0541	31,775,441.051984
3.228475	0.0541	31,586,910.119102
3.229375	0.054	31,293,277.082171
3.230277	0.0541	31,527,064.633834
3.231178	0.0541	31,957,636.844039
3.232078	0.054	32,086,601.463824
3.232980	0.0541	32,013,387.433965
3.233882	0.0541	31,946,499.389049
3.234782	0.054	31,840,017.458436
3.235683	0.0541	31,825,945.103413
3.236585	0.0541	32,066,412.771606
3.237485	0.054	32,392,260.638826
3.238387	0.0541	32,682,589.348790
3.239288	0.0541	32,922,593.222978
3.240190	0.0541	33,203,284.198219
3.241090	0.054	33,561,295.366127
3.241992	0.0541	33,773,512.315604
3.242893	0.0541	33,917,319.976696
3.243793	0.054	34,146,771.557962
3.244695	0.0541	34,130,489.762930
3.245597	0.0541	33,716,598.719185
3.246497	0.054	33,162,866.828241
3.247398	0.0541	32,710,138.792439
3.248300	0.0541	32,455,486.295061
3.249200	0.054	32,373,438.745472
3.250102	0.0541	32,241,072.359975
3.251003	0.0541	31,883,010.600770
3.251903	0.054	31,526,999.979113
3.252805	0.0541	31,317,295.478199
3.253707	0.0541	30,946,999.371835
3.254608	0.0541	30,342,233.898752
3.255508	0.054	29,872,403.306344
3.256410	0.0541	29,847,279.807167
3.257312	0.0541	29,912,406.822741
3.258212	0.054	29,640,080.838242
3.259113	0.0541	29,217,498.518000
3.260015	0.0541	28,860,172.451409
3.260915	0.054	28,812,883.515163
3.261817	0.0541	28,802,905.206565
3.262718	0.0541	28,512,869.959709
3.263618	0.054	28,374,227.159080
3.264520	0.0541	28,368,493.261088
3.265422	0.0541	28,219,665.038985
3.266323	0.0541	28,016,096.302232
3.267223	0.054	27,876,490.521178
3.268125	0.0541	27,823,045.984872
3.269027	0.0541	27,845,424.551264
3.269927	0.054	27,741,550.579554
3.270828	0.0541	27,329,521.730879
3.271730	0.0541	27,024,279.171551
3.272630	0.054	26,987,480.954447
3.273532	0.0541	26,799,344.678596
3.274433	0.0541	26,310,935.482961
3.275333	0.054	25,906,916.507122
3.276235	0.0541	25,757,415.594550
3.277137	0.0541	25,721,890.336292
3.278037	0.054	25,840,887.591346
3.278938	0.0541	25,919,099.331622
3.279840	0.0541	25,792,785.565670
3.280742	0.0541	25,552,014.013463
3.281642	0.054	25,284,783.204748
3.282543	0.0541	25,172,897.123592
3.283445	0.0541	25,337,052.662727
3.284345	0.054	25,542,335.560805
3.285247	0.0541	25,438,890.310076
3.286148	0.0541	25,156,868.457403
3.287048	0.054	25,067,473.255288
3.287950	0.0541	24,946,567.334081
3.288852	0.0541	24,541,777.887690
3.289752	0.054	24,312,625.333900
3.290653	0.0541	24,458,305.044233
3.291555	0.0541	24,759,727.943371
3.292457	0.0541	25,084,658.703572
3.293357	0.054	25,177,359.223712
3.294258	0.0541	24,971,552.760633
3.295160	0.0541	24,689,410.666261
3.296060	0.054	24,609,866.935169
3.296962	0.0541	24,713,662.820456
3.297863	0.0541	24,724,161.513838
3.298763	0.054	24,495,412.840003
3.299665	0.0541	24,070,777.556832
3.300567	0.0541	23,827,495.021218
3.301467	0.054	23,895,421.003349
3.302368	0.0541	24,202,254.826733
3.303270	0.0541	24,584,086.405123
3.304170	0.054	24,486,039.240925
3.305072	0.0541	24,028,250.254991
3.305973	0.0541	23,764,746.528993
3.306875	0.0541	23,692,815.356584
3.307775	0.054	23,694,866.307728
3.308677	0.0541	23,631,983.842606
3.309578	0.0541	23,593,252.210855
3.310478	0.054	23,896,885.066888
3.311380	0.0541	24,439,917.688250
3.312282	0.0541	24,841,495.443300
3.313182	0.054	24,852,274.438196
3.314083	0.0541	24,541,536.501561
3.314985	0.0541	24,277,679.528777
3.315885	0.054	24,259,830.888431
3.316787	0.0541	24,204,716.340810
3.317688	0.0541	24,001,007.457008
3.318588	0.054	23,929,769.563291
3.319490	0.0541	24,183,794.697289
3.320392	0.0541	24,470,102.973113
3.321293	0.0541	24,400,569.638523
3.322193	0.054	24,170,376.579786
3.323095	0.0541	24,097,765.586293
3.323997	0.0541	24,185,948.567752
3.324897	0.054	24,363,557.957715
3.325798	0.0541	24,523,379.723199
3.326700	0.0541	24,524,776.890483
3.327600	0.054	24,323,732.347426
3.328502	0.0541	23,948,999.830948
3.329403	0.0541	23,572,465.429108
3.330303	0.054	23,363,700.344875
3.331205	0.0541	23,351,112.231385
3.332107	0.0541	23,422,616.574306
3.333007	0.054	23,392,916.590626
3.333908	0.0541	23,407,262.803512
3.334810	0.0541	23,602,222.704967
3.335712	0.0541	23,615,929.244946
3.336612	0.054	23,372,601.645562
3.337513	0.0541	23,278,923.479000
3.338415	0.0541	23,482,291.435264
3.339315	0.054	23,892,805.575416
3.340217	0.0541	24,220,700.017913
3.341118	0.0541	24,289,493.826601
3.342018	0.054	24,454,001.201103
3.342920	0.0541	24,678,586.243393
3.343822	0.0541	24,605,673.248539
3.344722	0.054	24,436,589.768659
3.345623	0.0541	24,480,797.471210
3.346525	0.0541	24,673,799.735337
3.347427	0.0541	24,955,459.489936
3.348327	0.054	25,487,904.331292
3.349228	0.0541	25,925,925.868777
3.350130	0.0541	25,989,167.963080
3.351030	0.054	25,975,324.394795
3.351932	0.0541	25,838,285.983023
3.352833	0.0541	25,517,351.023832
3.353733	0.054	25,246,560.577355
3.354635	0.0541	25,198,962.882947
3.355537	0.0541	25,416,527.372662
3.356437	0.054	25,746,109.677522
3.357338	0.0541	26,139,738.352967
3.358240	0.0541	26,636,398.278790
3.359140	0.054	27,137,506.253045
3.360042	0.0541	27,506,748.282104
3.360943	0.0541	27,579,405.109176
3.361845	0.0541	27,439,739.770291
3.362745	0.054	27,440,411.666256
3.363647	0.0541	27,742,856.833914
3.364548	0.0541	28,019,746.235636
3.365448	0.054	28,196,935.107517
3.366350	0.0541	28,576,894.949337
3.367252	0.0541	29,062,482.210150
3.368152	0.054	29,425,608.832176
3.369053	0.0541	29,527,841.339470
3.369955	0.0541	29,644,043.566065
3.370855	0.054	30,076,707.948939
3.371757	0.0541	30,496,019.539902
3.372658	0.0541	30,714,525.445313
3.373558	0.054	30,757,911.559028
3.374460	0.0541	30,775,517.966531
3.375362	0.0541	31,045,772.432349
3.376263	0.0541	31,317,872.989693
3.377163	0.054	31,113,037.141644
3.378065	0.0541	30,462,875.458238
3.378967	0.0541	29,706,941.726219
3.379867	0.054	29,055,633.571284
3.380768	0.0541	28,921,786.810833
3.381670	0.0541	29,279,545.550118
3.382570	0.054	29,590,062.550711
3.383472	0.0541	29,657,629.672771
3.384373	0.0541	29,478,171.867485
3.385273	0.054	29,241,133.378831
3.386175	0.0541	28,820,956.942143
3.387077	0.0541	27,959,352.424582
3.387977	0.054	27,158,906.152539
3.388878	0.0541	26,919,359.352008
3.389780	0.0541	27,086,070.998483
3.390682	0.0541	27,576,201.350812
3.391582	0.054	28,108,572.223032
3.392483	0.0541	28,142,438.401996
3.393385	0.0541	27,812,714.533398
3.394285	0.054	27,457,071.707782
3.395187	0.0541	27,370,662.616979
3.396088	0.0541	27,565,078.258971
3.396988	0.054	27,403,558.775142
3.397890	0.0541	26,739,966.912976
3.398792	0.0541	26,291,162.505002
3.399692	0.054	26,317,775.897257
3.400593	0.0541	26,334,141.247498
3.401495	0.0541	26,231,926.854393
3.402395	0.054	26,517,860.461265
3.403297	0.0541	26,972,330.069992
3.404198	0.0541	26,833,400.002029
3.405100	0.0541	26,346,929.484329
3.406000	0.054	26,100,778.630406
3.406902	0.0541	26,229,142.199189
3.407803	0.0541	26,440,296.408366
3.408703	0.054	26,416,629.402993
3.409605	0.0541	26,240,117.255716
3.410507	0.0541	25,944,502.148463
3.411407	0.054	25,576,061.839856
3.412308	0.0541	25,289,245.595419
3.413210	0.0541	25,008,761.315131
3.414110	0.054	24,861,945.240942
3.415012	0.0541	25,005,289.215598
3.415913	0.0541	25,193,902.052451
3.416815	0.0541	25,343,987.033958
3.417715	0.054	25,407,133.423334
3.418617	0.0541	25,385,098.752408
3.419518	0.0541	25,401,482.913834
3.420418	0.054	25,463,054.335172
3.421320	0.0541	25,662,505.977590
3.422222	0.0541	25,821,489.563865
3.423122	0.054	25,636,109.884838
3.424023	0.0541	25,229,007.839233
3.424925	0.0541	24,767,226.493295
3.425825	0.054	24,478,615.371416
3.426727	0.0541	24,498,433.716733
3.427628	0.0541	24,556,039.130307
3.428528	0.054	24,553,703.786147
3.429430	0.0541	24,547,708.815207
3.430332	0.0541	24,606,843.973758
3.431233	0.0541	24,632,116.513359
3.432133	0.054	24,551,670.115012
3.433035	0.0541	24,722,449.743741
3.433937	0.0541	24,948,032.112029
3.434837	0.054	24,693,331.866126
3.435738	0.0541	24,270,994.274916
3.436640	0.0541	24,248,846.273644
3.437540	0.054	24,459,235.525418
3.438442	0.0541	24,634,868.557934
3.439343	0.0541	24,876,447.340467
3.440243	0.054	25,131,398.680181
3.441145	0.0541	25,277,458.635292
3.442047	0.0541	25,334,587.724606
3.442948	0.0541	25,198,980.886421
3.443848	0.054	24,923,266.606865
3.444750	0.0541	24,823,361.222589
3.445652	0.0541	24,945,907.770098
3.446552	0.054	25,075,225.970882
3.447453	0.0541	24,885,360.367936
3.448355	0.0541	24,461,091.195564
3.449255	0.054	24,336,580.989924
3.450157	0.0541	24,594,085.220957
3.451058	0.0541	24,856,710.970186
3.451958	0.054	25,046,268.146762
3.452860	0.0541	25,212,446.178948
3.453762	0.0541	25,220,162.114768
3.454662	0.054	24,956,807.538336
3.455563	0.0541	24,510,147.925693
3.456465	0.0541	24,466,380.403336
3.457367	0.0541	25,108,504.583694
3.458267	0.054	25,772,245.701597
3.459168	0.0541	26,009,449.092216
3.460070	0.0541	26,071,440.656225
3.460970	0.054	25,859,864.592983
3.461872	0.0541	25,390,171.844425
3.462773	0.0541	25,231,381.288397
3.463673	0.054	25,450,631.944085
3.464575	0.0541	25,793,800.314587
3.465477	0.0541	26,119,705.516032
3.466377	0.054	26,268,850.799434
3.467278	0.0541	26,205,507.031018
3.468180	0.0541	26,126,883.206007
3.469080	0.054	26,243,330.625055
3.469982	0.0541	26,379,094.125326
3.470883	0.0541	26,073,721.080278
3.471785	0.0541	25,401,084.771715
3.472685	0.054	24,963,805.774499
3.473587	0.0541	24,906,165.560164
3.474488	0.0541	24,970,395.004659
3.475388	0.054	25,089,175.614606
3.476290	0.0541	25,325,408.314345
3.477192	0.0541	25,506,645.997222
3.478092	0.054	25,506,177.616597
3.478993	0.0541	25,599,963.944914
3.479895	0.0541	25,661,879.243292
3.480795	0.054	25,555,275.114666
3.481697	0.0541	25,716,486.764423
3.482598	0.0541	26,137,593.033834
3.483500	0.0541	26,316,433.395751
3.484400	0.054	26,240,497.674705
3.485302	0.0541	26,335,139.434963
3.486203	0.0541	26,806,961.044873
3.487103	0.054	27,426,754.607285
3.488005	0.0541	27,836,624.834155
3.488907	0.0541	28,182,513.294265
3.489807	0.054	28,418,428.502465
3.490708	0.0541	28,479,126.165333
3.491610	0.0541	28,729,908.899445
3.492510	0.054	29,122,920.116241
3.493412	0.0541	29,608,688.993236
3.494313	0.0541	30,262,971.474109
3.495213	0.054	31,005,496.851644
3.496115	0.0541	31,923,776.073714
3.497017	0.0541	33,279,305.646980
3.497918	0.0541	34,911,404.024993
3.498818	0.054	36,192,494.779002
3.499720	0.0541	37,010,213.577795
3.500622	0.0541	37,723,671.020086
3.501522	0.054	38,507,749.152895
3.502423	0.0541	39,269,545.734107
3.503325	0.0541	40,152,814.139187
3.504225	0.054	41,410,305.555104
3.505127	0.0541	42,555,714.821509
3.506028	0.0541	43,242,182.778766
3.506928	0.054	43,876,244.550573
3.507830	0.0541	44,866,953.230964
3.508732	0.0541	46,059,543.804534
3.509632	0.054	46,885,488.696497
3.510533	0.0541	47,348,218.788263
3.511435	0.0541	47,987,077.417271
3.512337	0.0541	48,872,080.363255
3.513237	0.054	49,682,834.769952
3.514138	0.0541	50,292,706.306341
3.515040	0.0541	50,610,826.804706
3.515940	0.054	50,797,540.118848
3.516842	0.0541	51,228,568.966967
3.517743	0.0541	51,592,923.826796
3.518643	0.054	51,427,593.937731
3.519545	0.0541	50,860,864.509599
3.520447	0.0541	50,359,883.918632
3.521347	0.054	50,277,193.397180
3.522248	0.0541	50,335,162.597661
3.523150	0.0541	50,095,097.233845
3.524050	0.054	49,725,778.572250
3.524952	0.0541	49,514,692.420642
3.525853	0.0541	49,138,183.934942
3.526755	0.0541	48,334,179.097359
3.527655	0.054	47,311,264.127113
3.528557	0.0541	46,346,236.596319
3.529458	0.0541	45,626,340.238528
3.530358	0.054	45,157,795.883376
3.531260	0.0541	44,685,583.240280
3.532162	0.0541	44,214,917.729975
3.533062	0.054	44,011,982.002762
3.533963	0.0541	43,764,938.822229
3.534865	0.0541	43,625,108.945326
3.535765	0.054	43,978,430.582893
3.536667	0.0541	44,049,480.781422
3.537568	0.0541	43,524,286.773998
3.538470	0.0541	43,031,932.415192
3.539370	0.054	42,781,689.857949
3.540272	0.0541	42,695,171.250914
3.541173	0.0541	42,871,167.956893
3.542073	0.054	43,579,077.740538
3.542975	0.0541	44,606,808.833939
3.543877	0.0541	45,633,063.514782
3.544777	0.054	46,534,439.122240
3.545678	0.0541	47,209,831.436391
3.546580	0.0541	48,258,174.103927
3.547480	0.054	49,901,332.636059
3.548382	0.0541	51,493,714.014334
3.549283	0.0541	52,730,842.807282
3.550183	0.054	53,798,986.266514
3.551085	0.0541	54,664,247.137522
3.551987	0.0541	55,168,042.786411
3.552888	0.0541	55,106,042.369147
3.553788	0.054	54,515,693.307224
3.554690	0.0541	54,382,596.335293
3.555592	0.0541	54,998,034.618203
3.556492	0.054	55,590,718.032307
3.557393	0.0541	55,842,581.408721
3.558295	0.0541	55,795,349.823295
3.559195	0.054	55,573,849.032235
3.560097	0.0541	55,410,711.753589
3.560998	0.0541	55,374,487.899768
3.561898	0.054	55,012,680.847826
3.562800	0.0541	54,244,587.676738
3.563702	0.0541	53,431,923.825264
3.564602	0.054	52,495,527.877688
3.565503	0.0541	51,575,108.709223
3.566405	0.0541	50,952,362.322738
3.567307	0.0541	50,416,321.221785
3.568207	0.054	49,819,276.196035
3.569108	0.0541	49,092,937.622529
3.570010	0.0541	48,065,428.516341
3.570910	0.054	47,264,666.077123
3.571812	0.0541	47,286,006.267796
3.572713	0.0541	47,332,556.172094
3.573613	0.054	46,851,381.952295
3.574515	0.0541	46,500,669.150752
3.575417	0.0541	46,533,855.206385
3.576317	0.054	46,845,695.691386
3.577218	0.0541	47,284,410.594572
3.578120	0.0541	47,593,517.578345
3.579020	0.054	47,785,840.005586
3.579922	0.0541	47,919,445.478189
3.580823	0.0541	47,884,303.301580
3.581725	0.0541	47,842,925.128024
3.582625	0.054	48,116,310.557064
3.583527	0.0541	48,531,236.478607
3.584428	0.0541	48,928,054.437081
3.585328	0.054	49,561,657.639605
3.586230	0.0541	50,209,034.067740
3.587132	0.0541	50,320,381.584982
3.588032	0.054	50,252,368.930747
3.588933	0.0541	50,413,051.673605
3.589835	0.0541	50,575,217.099587
3.590735	0.054	50,794,799.889514
3.591637	0.0541	50,917,311.244869
3.592538	0.0541	50,699,104.216157
3.593438	0.054	50,535,080.833304
3.594340	0.0541	50,349,246.161320
3.595242	0.0541	49,830,446.242552
3.596143	0.0541	49,291,064.460032
3.597043	0.054	48,856,055.069856
3.597945	0.0541	48,363,753.944800
3.598847	0.0541	48,026,719.439487
3.599747	0.054	47,816,888.229369
3.600648	0.0541	47,353,181.703115
3.601550	0.0541	46,975,659.302991
3.602450	0.054	46,767,915.523313
3.603352	0.0541	46,474,523.392224
3.604253	0.0541	46,141,843.178473
3.605153	0.054	45,597,873.818972
3.606055	0.0541	44,510,462.639513
3.606957	0.0541	42,749,881.696464
3.607858	0.0541	41,015,124.282773
3.608758	0.054	39,977,688.780068
3.609660	0.0541	39,401,031.811907
3.610562	0.0541	39,108,046.720011
3.611462	0.054	38,959,671.147846
3.612363	0.0541	38,616,584.736098
3.613265	0.0541	38,189,419.714661
3.614165	0.054	37,709,531.167502
3.615067	0.0541	36,896,951.730680
3.615968	0.0541	35,987,700.519919
3.616868	0.054	35,591,608.333136
3.617770	0.0541	35,471,121.149199
3.618672	0.0541	35,153,324.417228
3.619572	0.054	34,838,462.782356
3.620473	0.0541	34,530,035.864097
3.621375	0.0541	34,101,206.013817
3.622277	0.0541	33,638,518.321561
3.623177	0.054	33,079,213.387049
3.624078	0.0541	32,299,671.833156
3.624980	0.0541	31,702,651.143207
3.625880	0.054	31,663,754.387576
3.626782	0.0541	32,048,195.398548
3.627683	0.0541	32,700,901.509528
3.628583	0.054	33,238,819.794283
3.629485	0.0541	33,284,144.493740
3.630387	0.0541	33,009,184.827332
3.631287	0.054	32,807,662.722022
3.632188	0.0541	32,787,075.627995
3.633090	0.0541	32,731,546.277864
3.633990	0.054	32,544,182.986820
3.634892	0.0541	32,249,530.871938
3.635793	0.0541	31,797,214.120719
3.636695	0.0541	31,423,967.384600
3.637595	0.054	31,360,686.830833
3.638497	0.0541	31,488,479.778490
3.639398	0.0541	31,692,044.020961
3.640298	0.054	31,833,983.389797
3.641200	0.0541	31,818,866.847114
3.642102	0.0541	31,697,860.530557
3.643002	0.054	31,532,382.853168
3.643903	0.0541	31,457,015.633627
3.644805	0.0541	31,546,934.223303
3.645705	0.054	31,848,529.096104
3.646607	0.0541	32,268,683.408172
3.647508	0.0541	32,360,143.512249
3.648408	0.054	32,167,875.189016
3.649310	0.0541	32,243,025.449497
3.650212	0.0541	32,507,494.479952
3.651113	0.0541	32,551,107.230338
3.652013	0.054	32,392,720.713836
3.652915	0.0541	32,336,489.267290
3.653817	0.0541	32,526,963.196282
3.654717	0.054	32,782,669.145752
3.655618	0.0541	32,914,301.292266
3.656520	0.0541	33,064,304.188063
3.657420	0.054	33,228,572.263290
3.658322	0.0541	33,112,903.326280
3.659223	0.0541	32,855,824.464477
3.660123	0.054	32,760,769.617003
3.661025	0.0541	32,849,798.840869
3.661927	0.0541	32,718,926.733653
3.662828	0.0541	32,373,674.274922
3.663728	0.054	32,478,060.489851
3.664630	0.0541	32,803,183.249428
3.665532	0.0541	32,890,965.846394
3.666432	0.054	32,821,317.545139
3.667333	0.0541	32,615,101.629143
3.668235	0.0541	32,293,141.195179
3.669135	0.054	31,940,235.600523
3.670037	0.0541	31,706,164.890580
3.670938	0.0541	31,812,945.628470
3.671838	0.054	32,179,138.759852
3.672740	0.0541	32,411,390.942595
3.673642	0.0541	32,517,228.593867
3.674542	0.054	32,629,886.309652
3.675443	0.0541	32,644,719.653874
3.676345	0.0541	32,629,755.442753
3.677247	0.0541	32,554,539.345443
3.678147	0.054	32,459,374.079339
3.679048	0.0541	32,368,432.538665
3.679950	0.0541	32,109,554.557110
3.680850	0.054	31,942,362.143904
3.681752	0.0541	31,990,182.427819
3.682653	0.0541	32,072,676.862788
3.683553	0.054	32,108,292.818425
3.684455	0.0541	31,957,720.782984
3.685357	0.0541	31,626,410.150235
3.686257	0.054	31,344,064.553428
3.687158	0.0541	31,297,312.522124
3.688060	0.0541	31,474,547.434357
3.688962	0.0541	31,689,886.686604
3.689862	0.054	31,737,406.893971
3.690763	0.0541	31,822,798.418050
3.691665	0.0541	32,189,735.085186
3.692565	0.054	32,337,497.701927
3.693467	0.0541	31,858,190.530719
3.694368	0.0541	31,229,552.949343
3.695268	0.054	31,114,365.419085
3.696170	0.0541	31,540,521.501610
3.697072	0.0541	32,213,621.523620
3.697972	0.054	32,860,341.441966
3.698873	0.0541	33,133,183.621000
3.699775	0.0541	32,907,966.532327
3.700675	0.054	32,571,459.577601
3.701577	0.0541	32,443,248.160470
3.702478	0.0541	32,256,943.772639
3.703380	0.0541	31,949,345.036120
3.704280	0.054	31,813,341.670463
3.705182	0.0541	31,793,730.700973
3.706083	0.0541	31,855,576.825021
3.706983	0.054	32,141,078.727460
3.707885	0.0541	32,358,303.352276
3.708787	0.0541	32,505,946.023737
